Date,Open,High,Low,Close,Volume,Adj Close
2017-04-07,845.00,845.880005,837.299988,842.099976,1110000,842.099976
2017-04-06,849.50,853.590027,844.00,845.099976,1526500,845.099976
2017-04-05,854.710022,860.590027,847.52002,848.909973,1850300,848.909973
2017-04-04,848.00,853.00,847.51001,852.570007,1345300,852.570007
2017-04-03,848.75,859.00,847.530029,856.75,1967200,856.75
2017-03-31,846.830017,849.559998,845.23999,847.799988,1437200,847.799988
2017-03-30,851.97998,852.00,846.77002,849.47998,948100,849.47998
2017-03-29,842.75,851.590027,841.380005,849.869995,1437000,849.869995
2017-03-28,839.690002,845.400024,832.27002,840.630005,1515500,840.630005
2017-03-27,828.090027,841.380005,824.299988,838.51001,1934600,838.51001
2017-03-24,842.00,844.00,829.099976,835.140015,2092600,835.140015
2017-03-23,841.390015,841.690002,833.00,839.650024,3285200,839.650024
2017-03-22,849.47998,855.349976,847.00,849.799988,1358000,849.799988
2017-03-21,870.059998,873.469971,847.690002,850.140015,2515200,850.140015
2017-03-20,869.47998,870.340027,864.669983,867.909973,1501400,867.909973
2017-03-17,873.679993,874.419983,868.369995,872.369995,1852400,872.369995
2017-03-16,870.530029,872.710022,867.52002,870.00,1094700,870.00
2017-03-15,867.940002,869.880005,861.299988,868.390015,1328300,868.390015
2017-03-14,863.75,867.580017,860.130005,865.909973,1057100,865.909973
2017-03-13,860.830017,867.130005,860.820007,864.580017,1164800,864.580017
2017-03-10,862.700012,864.22998,857.609985,861.409973,1335200,861.409973
2017-03-09,853.690002,860.710022,852.669983,857.840027,1340500,857.840027
2017-03-08,853.119995,856.929993,851.25,853.640015,1028800,853.640015
2017-03-07,847.26001,853.330017,845.52002,851.150024,1029500,851.150024
2017-03-06,846.859985,848.940002,841.169983,847.27002,1046300,847.27002
2017-03-03,848.940002,850.820007,844.710022,849.080017,1005000,849.080017
2017-03-02,856.309998,856.48999,848.719971,849.849976,1248600,849.849976
2017-03-01,851.380005,858.00,849.02002,856.75,1813000,856.75
2017-02-28,847.349976,848.830017,841.440002,844.929993,1376500,844.929993
2017-02-27,844.950012,850.669983,843.01001,849.669983,1008700,849.669983
2017-02-24,847.650024,848.359985,842.960022,847.809998,1342800,847.809998
2017-02-23,851.080017,852.619995,842.50,851.00,1385800,851.00
2017-02-22,848.00,853.789978,846.710022,851.359985,1224400,851.359985
2017-02-21,847.98999,852.200012,846.549988,849.27002,1260300,849.27002
2017-02-17,841.309998,846.940002,839.780029,846.549988,1459100,846.549988
2017-02-16,838.50,842.690002,837.26001,842.169983,1004100,842.169983
2017-02-15,838.809998,841.77002,836.219971,837.320007,1353000,837.320007
